Route Name,Ascent Label,Ascent ID,Ascent Link,Ascent Type,Route Grade,Ascent Grade,Route Gear Style,Ascent Gear Style,Route Height,Ascent Height,# Ascents,Route Stars,Route ID,Route Link,Country,Country Link,Crag Name,Crag Link,Crag Path,With,Comment,Quality,Ascent Date,Log Date,Shot
73.1 black,,10117693395,http://www.thecrag.com/ascent/10117693395,Attempt,7b,,Sport,Sport,22m,,2,***,10117664817,http://www.thecrag.com/route/10117664817,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Elena Ruiz",Great route! Couldn't handle an slippery foot but really wanted to come back for more tries.,Mega Classic,2024-08-11T00:00:00Z,2024-08-11T20:49:07Z,
97.1 red,,10117685442,http://www.thecrag.com/ascent/10117685442,Onsight,6c,,Sport,Sport,18m,,1,**,10117664736,http://www.thecrag.com/route/10117664736,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Elena Ruiz","Great route, manageable and good rests at the beginning. Pumpy last part.",Very Good,2024-08-11T00:00:00Z,2024-08-11T20:47:26Z,
98.1 yellow,,10117679751,http://www.thecrag.com/ascent/10117679751,Hang dog,7a,,Sport,Sport,20m,,1,**,10117664655,http://www.thecrag.com/route/10117664655,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Elena Ruiz","Pumpy route from moment zero. Not trivial route at all. It's a 7a, but it's an special style.",Very Good,2024-08-11T00:00:00Z,2024-08-11T20:45:48Z,
97.1 black,,10117675167,http://www.thecrag.com/ascent/10117675167,Onsight,6b+,,Sport,Sport,20m,,1,***,10117664574,http://www.thecrag.com/route/10117664574,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Elena Ruiz","Nice route. Pumpy for some moments, but manageable. Recommended route.",Classic,2024-08-11T00:00:00Z,2024-08-11T20:44:52Z,
27.2 pink,,10117670679,http://www.thecrag.com/ascent/10117670679,Onsight,6a,,Sport,Sport,17m,,1,**,10117664493,http://www.thecrag.com/route/10117664493,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Elena Ruiz",Pretty easy route. Easier than expected. Okay for warm-up.,Very Good,2024-08-11T00:00:00Z,2024-08-11T20:43:30Z,
A cascarla,,10107540888,http://www.thecrag.com/ascent/10107540888,Red point,6b+,,Sport,Sport,18m,,2,**,5312579775,http://www.thecrag.com/route/5312579775,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,Ferran Noguera,"After a first attempt, and with the quick draws set, I could send it. I really enjoyed this route! Recommended!",Classic,2024-08-09T00:00:00Z,2024-08-09T18:56:16Z,
A cascarla,,10107534489,http://www.thecrag.com/ascent/10107534489,Hang dog,6b+,,Sport,Sport,18m,,2,**,5312579775,http://www.thecrag.com/route/5312579775,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,Ferran Noguera,Nice first attempt but couldn't read what to do properly on the 3rd bolt and had to stop. I could handle the rest straight forward.,Classic,2024-08-09T00:00:00Z,2024-08-09T18:55:12Z,
Vía Augusta,,10107306039,http://www.thecrag.com/ascent/10107306039,Red point,6a,,Sport,Sport,18m,,3,,5312674218,http://www.thecrag.com/route/5312674218,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Ferran Noguera,"Finally, I was able to send this weird 6a!",Average,2024-08-09T00:00:00Z,2024-08-09T16:56:48Z,
Vi negre,,10083199095,http://www.thecrag.com/ascent/10083199095,Red point,6b,,Sport,Sport,10m,,2,**,317630364,http://www.thecrag.com/route/317630364,Spain,http://www.thecrag.com/area/11747395,Sadernes,http://www.thecrag.com/area/11882041,Sadernes - Celler de les Monges,"Marc Klingenberg,  Genís,  Ferran Noguera,  Ribeiro di Janiero","After a correct read on the first attempt, I was able to send it. A bit tired but handleable.",Very Good,2024-08-04T00:00:00Z,2024-08-04T19:52:38Z,
Vi negre,,10083192162,http://www.thecrag.com/ascent/10083192162,Hang dog,6b,,Sport,Sport,10m,,2,**,317630364,http://www.thecrag.com/route/317630364,Spain,http://www.thecrag.com/area/11747395,Sadernes,http://www.thecrag.com/area/11882041,Sadernes - Celler de les Monges,"Marc Klingenberg,  Genís,  Ferran Noguera,  Ribeiro di Janiero","Great first start being able to flash the crazy start, but couldn't read correctly the last part.",Very Good,2024-08-04T00:00:00Z,2024-08-04T19:50:59Z,
La foca del sofà,La foca del sofà P1,10080167550,http://www.thecrag.com/ascent/10080167550,Onsight,6c,,Sport,Sport,45m,,1,**,14174863,http://www.thecrag.com/route/14174863,Spain,http://www.thecrag.com/area/11747395,Sadernes,http://www.thecrag.com/area/11882041,Sadernes - Castell s'espasa (pista),"Marc Klingenberg,  Genís,  Ribeiro di Janiero,  Ferran Noguera","Good route for warm-up, where you have some difficult movements on the third bolt, but nothing crazy. The last bolt is crazy pretty far.
1:",Very Good,2024-08-04T00:00:00Z,2024-08-04T09:17:01Z,
nautilus,,10080184155,http://www.thecrag.com/ascent/10080184155,Hang dog,7a,,Sport,Sport,21m,,1,**,153602616,http://www.thecrag.com/route/153602616,Spain,http://www.thecrag.com/area/11747395,Sadernes,http://www.thecrag.com/area/11882041,Sadernes - Castell s'Espasa (esquerra superior),"Marc Klingenberg,  Genís,  Ribeiro di Janiero,  Ferran Noguera",First part easy enough and the second part is where the crux easy. Tiny hands and foot holds. Couldn't handle it but funny route.,Very Good,2024-08-03T00:00:00Z,2024-08-04T09:20:08Z,
el perfum de les transparències,,10080170547,http://www.thecrag.com/ascent/10080170547,Onsight,6b+,,Sport,Sport,25m,,1,***,153602760,http://www.thecrag.com/route/153602760,Spain,http://www.thecrag.com/area/11747395,Sadernes,http://www.thecrag.com/area/11882041,Sadernes - Castell s'Espasa (esquerra superior),"Marc Klingenberg,  Genís,  Ribeiro di Janiero,  Ferran Noguera","What a fantastic route! One of my favorites, really great! Long and very consistent.",Mega Classic,2024-08-03T00:00:00Z,2024-08-04T09:18:10Z,
Benedictus centrus comercialis,,10047631119,http://www.thecrag.com/ascent/10047631119,Onsight,6b,,Sport,Sport,15m,,1,**,7048143606,http://www.thecrag.com/route/7048143606,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Nord-Est - Cova de l'Os,"Marc Klingenberg,  Ribeiro di Janiero","Same start as the next 6b+, pretty physical, the rest is pretty easy and handeable.",Classic,2024-07-28T00:00:00Z,2024-07-28T19:02:21Z,
La bella easo,,10047627726,http://www.thecrag.com/ascent/10047627726,Onsight,6b+,,Sport,Sport,15m,,1,***,7048143507,http://www.thecrag.com/route/7048143507,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Nord-Est - Cova de l'Os,"Marc Klingenberg,  Ribeiro di Janiero","Intens start but the rest is doable. The third bolt is sketchy, but it's all handleable.",Classic,2024-07-28T00:00:00Z,2024-07-28T19:00:29Z,
15,,10047016542,http://www.thecrag.com/ascent/10047016542,Flash,6c,,Sport,Sport,18m,,1,**,7048143699,http://www.thecrag.com/route/7048143699,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Nord-Est - Cova de l'Os,"Marc Klingenberg,  Ribeiro di Janiero","What a fantastic route! Physical and crazy start, and tense movement on the 5th bolt. But thanks to the Marc's beta/insights, it helped me a lot. There are good holds, but you need to know them.",Classic,2024-07-28T00:00:00Z,2024-07-28T16:36:59Z,
Guaita,,10046287464,http://www.thecrag.com/ascent/10046287464,Hang dog,6c,,Sport,Sport,20m,,2,***,3514912596,http://www.thecrag.com/route/3514912596,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Nord-Est - Cova de l'Os,"Marc Klingenberg,  Ribeiro di Janiero","In the same day, I decided to do a second attempt, and much better compared to the first one! Sad though I got lost in the last bolt and I fell. I'll try to send it on another day.",Mega Classic,2024-07-28T00:00:00Z,2024-07-28T14:04:45Z,
Guaita,,10046085018,http://www.thecrag.com/ascent/10046085018,Hang dog,6c,,Sport,Sport,20m,,2,***,3514912596,http://www.thecrag.com/route/3514912596,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Nord-Est - Cova de l'Os,"Marc Klingenberg,  Ribeiro di Janiero","What a great route! I really enjoyed it! I had to stop after the 3rd bolt since I couldn't read it, but was actually doable. I might repeat it.",Mega Classic,2024-07-28T00:00:00Z,2024-07-28T13:04:30Z,
Oreja de Van Goch,,10031136138,http://www.thecrag.com/ascent/10031136138,Red point,6b/b+,,Sport,Sport,15m,,2,**,5312674704,http://www.thecrag.com/route/5312674704,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Ribeiro di Janiero,  Genís","One week ago I did my first attempt and today I was able to send it, managing the top part much better.",Mega Classic,2024-07-25T00:00:00Z,2024-07-25T19:52:21Z,
Pumuki,,10030635750,http://www.thecrag.com/ascent/10030635750,Red point,6c/c+,,Sport,Sport,15m,,3,**,9455205288,http://www.thecrag.com/route/9455205288,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Ribeiro di Janiero,  Genís","After the first attempt of the day, I could send it!! What a fantastic route, very recommended.",Classic,2024-07-25T00:00:00Z,2024-07-25T17:44:21Z,
Pumuki,,10030618161,http://www.thecrag.com/ascent/10030618161,Hang dog,6c/c+,,Sport,Sport,15m,,3,**,9455205288,http://www.thecrag.com/route/9455205288,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Ribeiro di Janiero,  Genís","After two months, I tried again the route. Much better compared to the first attempt. I think it's doable.",Classic,2024-07-25T00:00:00Z,2024-07-25T17:25:37Z,
Vía Augusta,,10030615731,http://www.thecrag.com/ascent/10030615731,Hang dog,6a,,Sport,Sport,18m,,3,,5312674218,http://www.thecrag.com/route/5312674218,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Ribeiro di Janiero,  Genís","After more than a year, I tried it once again for the warm-up. But I couldn't send it. What an strange 6a.",Average,2024-07-25T00:00:00Z,2024-07-25T17:24:00Z,
3CL1P53 izq,,10003854612,http://www.thecrag.com/ascent/10003854612,Onsight,6b/b+,,Sport,Sport,15m,,1,**,6119356266,http://www.thecrag.com/route/6119356266,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Genís,  Ana Mestre,  Ribeiro di Janiero,  Quim Picó Mora",It's a boulder problem with a rope. Physical but fun!,Classic,2024-07-21T00:00:00Z,2024-07-21T19:12:30Z,
Oreja de Van Goch,,10003580331,http://www.thecrag.com/ascent/10003580331,Hang dog,6b/b+,,Sport,Sport,15m,,2,**,5312674704,http://www.thecrag.com/route/5312674704,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Genís,  Ana Mestre,  Ribeiro di Janiero,  Quim Picó Mora",Fantastic route with a fun and challenging ending. Pretty physical but doable. I'll come back to send it.,Mega Classic,2024-07-21T00:00:00Z,2024-07-21T17:59:53Z,
Cantu mañana,,10003291095,http://www.thecrag.com/ascent/10003291095,Onsight,6b,,Sport,Sport,15m,,1,**,5312674803,http://www.thecrag.com/route/5312674803,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Genís,  Ana Mestre,  Ribeiro di Janiero,  Quim Picó Mora","Very nice route! The most complex part is in the first 2 bolts, where it's pretty slippery. The rest is very readable.",Very Good,2024-07-21T00:00:00Z,2024-07-21T17:00:48Z,
Diedre taronja,Diedre taronja P1,10002967509,http://www.thecrag.com/ascent/10002967509,Onsight,6a,,Sport,Sport,40m,,1,*,5312184336,http://www.thecrag.com/route/5312184336,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Mirador,"Genís,  Ana Mestre,  Ribeiro di Janiero,  Quim Picó Mora","Only first pitch done. Great route, I really like it!
1:",Classic,2024-07-21T00:00:00Z,2024-07-21T15:39:37Z,
Princesa Leia,,9949632807,http://www.thecrag.com/ascent/9949632807,Hang dog,7a/a+,,Sport,Sport,18m,,3,**,5312590377,http://www.thecrag.com/route/5312590377,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,Marc Klingenberg,"Crazy first two bolts! But if you manage them well, the rest is okish. A new project has been set up!",Very Good,2024-07-13T00:00:00Z,2024-07-13T19:08:05Z,
Ball de la rana,,9949289976,http://www.thecrag.com/ascent/9949289976,Red point,6c,,Sport,Sport,15m,,3,**,5312674317,http://www.thecrag.com/route/5312674317,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Marc Klingenberg,"Today, at the third attempt since the first day, I was able to keep the calm and sending from the ground! Very pumped but happy about it!",Classic,2024-07-13T00:00:00Z,2024-07-13T16:59:14Z,
L´antiga,,9948967827,http://www.thecrag.com/ascent/9948967827,Onsight,6a,,Sport,Sport,20m,,1,**,5312176680,http://www.thecrag.com/route/5312176680,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Mirador,Marc Klingenberg,"Pretty easy route. Nothing crazy. All it's a 4, except for the middle part.",Very Good,2024-07-13T00:00:00Z,2024-07-13T15:43:02Z,
Cagandurria,,9921349599,http://www.thecrag.com/ascent/9921349599,Hang dog,6b+,,Sport,Sport,20m,,1,**,1832720847,http://www.thecrag.com/route/1832720847,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Nord-Est - Cova de l'Os,Marc Klingenberg,"What an slab! A bit easier than the 6c+ but no crazy easier, specially from the 2nd to the 3rd bolt.",Very Good,2024-07-07T00:00:00Z,2024-07-07T16:52:29Z,
Arflak,,9920834280,http://www.thecrag.com/ascent/9920834280,Hang dog,6c+,,Sport,Sport,20m,,1,**,1832719260,http://www.thecrag.com/route/1832719260,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Nord-Est - Cova de l'Os,Marc Klingenberg,"What a slab route! Very delicated, super easy to fall and a bit difficult to read. Recommended route anyway, but definitely a 6c+ hard.",Very Good,2024-07-07T00:00:00Z,2024-07-07T15:15:43Z,
El moll de l'ós,,9919957413,http://www.thecrag.com/ascent/9919957413,Hang dog,6b+,,Sport,Sport,30m,,1,**,4788122286,http://www.thecrag.com/route/4788122286,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Nord-Est - Cova de l'Os,Marc Klingenberg,"10/10 route, specially the beginning, so much fun. The rest, where the 6b+, is nice and great, but a bit intense. Recommended route.",Classic,2024-07-07T00:00:00Z,2024-07-07T13:31:44Z,
10,,9919589121,http://www.thecrag.com/ascent/9919589121,Hang dog,6a+,,Sport,Sport,15m,,1,**,4788122193,http://www.thecrag.com/route/4788122193,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Nord-Est - Cova de l'Os,Marc Klingenberg,"Fantastic route! Very Montserrat style. I couldn't read it correctly from the 5th to the 6th bolts, and I fell. But I enjoyed the route anyway!",Classic,2024-07-07T00:00:00Z,2024-07-07T11:09:53Z,
Feet up,,9914830635,http://www.thecrag.com/ascent/9914830635,Flash,6B,,Boulder,Boulder,4m,,1,**,9914817105,http://www.thecrag.com/route/9914817105,Spain,http://www.thecrag.com/area/11747395,La Riba,http://www.thecrag.com/area/14157985,La Riba - Clot d'en Goda - 88. La Lluna,Quim Picó Mora,"Dyno starting to catch the good hand. After putting the foot good, it's all good and easy.",Very Good,2024-06-30T00:00:00Z,2024-07-06T14:16:46Z,
Dos didals,,9914827248,http://www.thecrag.com/ascent/9914827248,Attempt,6A,,Boulder,Boulder,4m,,1,,9914804310,http://www.thecrag.com/route/9914804310,Spain,http://www.thecrag.com/area/11747395,La Riba,http://www.thecrag.com/area/14157985,La Riba - Clot d'en Goda - 86. El Foradot,Quim Picó Mora,"Crazy boulder, only one proper attempt but I could do anything. Not a proper 6A being honest.",Average,2024-06-30T00:00:00Z,2024-07-06T14:15:47Z,
